DefaultSC.ElapsedSecs     DefaultSC.Earth.Altitude   DefaultSC.Earth.Longitude   DefaultSC.VX              DefaultSC.VY              DefaultSC.VZ              DefaultSC.X               DefaultSC.Y               DefaultSC.Z               DefaultSC.DefaultProp_ForceModel.AtmosDensity   
1953.075234533753         247.8579579959023          -114.1427763258495          -7.649891323862863        0.2210571712561223        1.251864358605416         -724.1114060966075        4187.918086508026         -5066.971033328465        0.04316516829844415                             
2040.936641267035         248.769306828337           -105.920067450447           -7.522132839116917        -0.2846611426904234       1.857518493492164         -1391.218252691933        4185.119692309462         -4930.25034406798         0.04092583341447006                             
2128.932772111148         249.3599272431102          -98.36686456882481          -7.314387599071129        -0.7879223797138909       2.444070728941653         -2044.574897974959        4137.884941224622         -4740.818846374473        0.03941519081062349                             
2217.055626015645         249.6459435725601          -91.52684876797784          -7.028560440289155        -1.283374032026941        3.005203000098487         -2677.107154566307        4046.538664887297         -4500.500945935           0.03860523080140461                             
2305.25198931573          249.6520607659522          -85.37673034356631          -6.667608608358743        -1.765467716129005        3.534564674009964         -3281.620885052569        3911.970123233069         -4211.850990783589        0.03842824834927351                             
2393.46467689611          249.4106095967272          -79.85165087607737          -6.235481071744659        -2.228782398786893        4.026164315574906         -3851.23593803146         3735.641345834734         -3878.076823439098        0.038775030414143                               
2481.366475496907         248.9613671227262          -74.88297673741194          -5.738678117799582        -2.666827015154403        4.473188783892653         -4377.976816481133        3520.284796151228         -3504.191384640497        0.03949671603773082                             
2569.539204973262         248.3424872989581          -70.34905326197419          -5.179206106101167        -3.077876810769311        4.873873846996645         -4859.735725294404        3266.796681590076         -3091.745865535001        0.04042813379532238                             
2657.414210191928         247.6001154332598          -66.19603010920039          -4.566567709913194        -3.454962307085063        5.221416420516013         -5288.320309111723        2979.50678731896          -2647.791107674175        0.04139151180007974                             
2745.417790138163         246.7724766875663          -62.32756965423496          -3.904407637240868        -3.796004393197663        5.513942963038122         -5661.390319648205        2660.168876773087         -2174.996303189312        0.04224870236643752                             
2833.457174745854         245.8991860781916          -58.68142784322689          -3.200273772960031        -4.096911870297882        5.747855125603056         -5974.415495084075        2312.417221760161         -1678.814322546504        0.04291911200353035                             
2921.217599138618         245.0181298149428          -55.20992258538868          -2.464257241121399        -4.353578965165676        5.920051279163727         -6223.197467097131        1941.281167914797         -1166.371194930748        0.0434081854391432                              
3009.041253989562         244.1547736867251          -51.84467686657951          -1.701379218722541        -4.564423064057565        6.029561506003335         -6406.281827017634        1549.329629821887         -641.1767079863716        0.04380878797748122                             
3096.918853931129         243.3312787623527          -48.53577136913789          -0.9197299039008026       -4.727066373009679        6.075043612558306         -6521.55421676241         1140.711566700561         -108.8425138638746        0.04426309240467517                             
3184.753670019563         242.5629253344368          -45.23842443095735          -0.1284334204207489       -4.839564795516964        6.05590815730959          -6567.629625777774        720.1983373750427         424.3904838703592         0.0449158566514108                              
3272.688694589306         241.8547982373448          -41.89908011626394          0.6654074774973948        -4.900822119405699        5.972219404273786         -6544.001331451845        291.5578552073069         953.7083014699497         0.04586664097030839                             
3360.528854455333         241.2066309698166          -38.47560519335157          1.451613707978755         -4.910011794838042        5.825001716579529         -6450.94128204679         -139.716437604741         1472.303968105173         0.04712963824543212                             
3448.272145818919         240.6087103743394          -34.91582424574552          2.221855945683464         -4.867168947145827        5.615984985855377         -6289.63965087541         -569.0368369439019        1974.684603747673         0.04862846982186218                             
3536.016366945114         240.0438723666712          -31.1586669240751           2.968847140618816         -4.772746920618546        5.347213339483723         -6061.713116672245        -992.3346506690388        2456.090728681639         0.05021732405992643                             
3623.892159853131         239.4891326549814          -27.13410422972705          3.685697801813405         -4.627452346171365        5.020969108521096         -5769.068890209597        -1405.726625438716        2912.053331538448         0.05172737712884172                             
3711.696151702199         238.9192574589388          -22.77937963520427          4.363095426216534         -4.433070317981214        4.641373064173265         -5415.399529916444        -1803.854838354111        3336.627727001606         0.05302103360852427                             
3799.670533707831         238.3033767508669          -18.00155560754211          4.995603270398632         -4.191010051910824        4.211295666698612         -5003.372119257429        -2183.542397728877        3726.380836637258         0.05405402416901878                             
3887.468317395542         237.613897619749           -12.73246502963236          5.57399118074401          -3.904754686464799        3.736965446475656         -4538.96893285979         -2539.253734159348        4075.612749515372         0.05487665240299679                             
3975.043940311298         236.822884266704           -6.889807304355198          6.092165493617699         -3.577736026712855        3.22391446604512          -4027.684216746643        -2867.186132256147        4380.686267893068         0.05562141120406781                             
4063.077375444118         235.8977002266302          -0.3458960946347514         6.548334301060709         -3.210689058442596        2.673439375435228         -3470.795954405895        -3166.25854797263         4640.503062575468         0.05646430724240772                             
4150.583383720368         234.8275973825903          6.876330114165445           6.932601722222501         -2.81158631494457         2.09751211284854          -2880.445536268981        -3429.985453177951        4849.43377648053          0.05757235508642433                             
4238.617909548339         233.5844545544333          14.85901364711876           7.245423275447862         -2.379827751484508        1.495310332413239         -2255.811296023208        -3658.703576987876        5007.724600311077         0.05913405344819961                             
4326.324242376722         232.1721345165543          23.43535321726291           7.480104810952907         -1.92403629628435         0.8789709675800812        -1609.478136815621        -3847.611497759406        5111.94016969901          0.06131201232481565                             
4413.940563937649         230.5888114595164          32.42989100113955           7.635244571086274         -1.447945987209243        0.2534576314446659        -946.7162346353586        -3995.465371274934        5161.597265988356         0.06428716473006954                             
4501.175440172665         228.8508138283805          41.53073223696413           7.709221385612026         -0.9582759060115672       -0.3724971126764018       -276.8416995566475        -4100.513689056056        5156.404029890065         0.06821297270521304                             
4588.744288519956         226.9628548186211          50.50030206423468           7.701799972039485         -0.4561849310012924       -0.9973793508944461       398.5195412980084         -4162.502977347639        5096.375149270396         0.07325403846882017                             
4676.548941072542         224.9536094675605          59.05040449680455           7.612138227765992         0.05254250585967708       -1.613780898376398        1071.437648699409         -4180.242795721777        4981.640342755844         0.0794715787860549                              
4764.034234941937         222.8721863856281          66.94102059910298           7.441733771717856         0.5593000117101854        -2.211249928737515        1730.518845683289         -4153.458629895181        4814.178292268009         0.08676543370497031                             
4851.375384489074         220.758448448425           74.10898018095743           7.192557846093108         1.059729313574197         -2.784731878673238        2370.173646473396         -4082.695267720335        4595.810886208507         0.0949515192492055                              
4938.988610298839         218.6518146239014          80.58651533273589           6.865776372067013         1.550848757670394         -3.330726052306561        2986.572282251494         -3968.235819710987        4327.677349314958         0.1037655814680079                              
5026.36015660828          216.618436578744           86.38849294336382           6.466616287344066         2.024527925326859         -3.840138482857114        3569.526906673683         -3811.906990500137        4014.136940317778         0.1127833110649117                              
5113.679628667887         214.7097051673281          91.61046869049733           5.998725025803362         2.476793592142199         -4.308740928072477        4114.245281922977         -3615.208734881699        3658.045247946849         0.1216391082910912                              
5200.683401059359         212.9867182253747          96.32741666045669           5.468819350698544         2.901577842854663         -4.730321143468942        4613.546863993673         -3381.035446353697        3264.483717347426         0.1299600211517385                              
5287.343382881954         211.5018481890993          100.627425364261            4.883314016614588         3.294509526222931         -5.100724658036965        5062.499141462533         -3112.325942008647        2838.132592431427         0.1374614126952584                              
5374.143359984737         210.2959770407297          104.6132514646884           4.245301244877648         3.653679018167953         -5.418190021677666        5459.030571940614         -2810.511209529589        2381.211058517334         0.1439499696742966                              
5460.710166580975         209.4178327300651          108.337434902099            3.564310831869726         3.973767458536377         -5.678022552577431        5797.35376493556          -2480.081864522282        1900.509220321123         0.1491805810827085                              
5547.515661909711         208.899209340465           111.882278750173            2.843858097790886         4.253080021786809         -5.878819535451281        6075.730961712146         -2122.700885533682        1398.468977862588         0.1529464082510382                              
5634.206964913756         208.7703415977385          115.2888314483389           2.09443872633708          4.487408284467702         -6.017475274232272        6289.972162742819         -1743.506923671545        882.3633341852133         0.1549698276604936                              
5721.610036713537         209.0511993968694          118.6402657652882           1.316705234347525         4.675988691514804         -6.093165706354765        6439.176214674976         -1342.695699167511        352.6370456769387         0.1550068667172111                              
5808.773160295095         209.7477346018632          121.9486674369365           0.5273062196086147        4.814371599523127         -6.103752579504159        6519.610412795892         -928.7245648481933        -179.3956631309134        0.1528954507489314                              
5896.351535408758         210.8600945714807          125.2872778449955           -0.2711498547312116       4.901975928672934         -6.049046029178169        6530.834494912013         -502.8732501826535        -712.0334430659761        0.1486474382169159                              
5983.823141211178         212.3653908864617          128.6852721583066           -1.065296190301888        4.937110515352397         -5.929683274100379        6472.328213067913         -72.16952090448271        -1236.400216983462        0.1425232544829957                              
6071.123713755515         214.2307189338762          132.1909021299493           -1.846014570167439        4.919685899141226         -5.747431051839813        6345.131599034289         358.463756475156          -1746.561773956476        0.1349567565990181                              
6158.576546399854         216.4223163911647          135.8721432273943           -2.607799688242057        4.849923759957877         -5.503704112408888        6150.204145222694         786.0329925853131         -2238.970573583614        0.1264338433211096                              
6246.234106610064         218.893452381335           139.7931690417244           -3.342800061186358        4.728309672928658         -5.200731127981314        5889.15849950354          1206.208878941403         -2708.550474054001        0.1174548332942907                              
6333.416845730972         221.5665793956505          143.9899951639663           -4.037674335936332        4.557423807963551         -4.844486972705627        5567.144376811339         1611.342173539836         -3146.819625014005        0.1085207566712577                              
6419.739548466168         224.3637230971217          148.5109436075981           -4.682994078990324        4.341053318768608         -4.441650487255033        5190.418314436005         1995.74222080793          -3547.965571069807        0.09997445173147782                             
6507.174941617996         227.2841203267626          153.5428164729483           -5.286540307002422        4.076462180593726         -3.987219058475218        4754.182418984786         2364.059824787646         -3916.779314767421        0.09180494770421807                             
6594.831509201322         230.2327860203095          159.1316621367324           -5.834726544644448        3.768224138050034         -3.48971175974268         4266.318682128573         2708.181540948496         -4244.767823509011        0.08418400931865452                             
6682.284102961421         233.1292465964289          165.3338716756472           -6.319219570144633        3.421182939212191         -2.956904993387797        3734.39822952426          3022.822178075408         -4526.899439938036        0.07715156909605253                             
6769.598311709706         235.913343141995           172.2145860508324           -6.735801645064281        3.039053133711874         -2.394319618411835        3163.949320948915         3305.102046798617         -4760.719609319768        0.07066601400177938                             
6856.973442225717         238.534312179906           179.8103022665077           -7.08129847648781         2.625100559291835         -1.806702410159197        2559.780366094088         3552.769355499516         -4944.409137693159        0.06467941552354764                             
6944.772386702243         240.9509595014997          -171.8919699465042          -7.353066677220348        2.181778092345883         -1.197677395990988        1925.555369517073         3763.972567306887         -5076.412516374544        0.05916529202329435                             
7032.481467642356         243.1056087244861          -163.0843312877456          -7.546391067510615        1.716230053611236         -0.5771482377005757       1271.567490040917         3935.065858354744         -5154.311422479817        0.0541892614493774                              
7120.635512913577         244.9768189672514          -153.9568293451885          -7.660078095673895        1.230448938657541         0.05213337073504267       600.7128360729571         4065.059600975368         -5177.46933982037         0.04978586580538583                             
7208.5034408723           246.525764234686           -144.8907033352349          -7.691909340564606        0.7335388542673444        0.6783355029206543        -74.35845669384355        4151.419194341918         -5145.345126505135        0.04606581229752577                             
7296.376491955016         247.74731251497            -136.1546872596586          -7.642162968386895        0.229147125882222         1.296947683310537         -748.6805738652248        4193.751523656359         -5058.478267779597        0.04307524728076363                             
7384.336835739669         248.6409147960103          -127.9698046778062          -7.511283098640235        -0.2779081090518972       1.902034381839892         -1415.722178130457        4191.603360585241         -4917.659267363281        0.04084522637107756                             
7472.484549635556         249.2150270776729          -120.4577765974295          -7.300195745063154        -0.7828737168841649       2.487841599901135         -2069.101661256988        4144.807717831462         -4724.00626746392         0.03937101634835828                             
7560.675147967413         249.4857833844726          -113.6673761656244          -7.011213770063084        -1.279591082116137        3.047151602445808         -2700.729127146424        4053.78088733054          -4479.720099286582        0.03861057049710411                             
7648.669939802494         249.4796177404769          -107.5812901782829          -6.6483920853557          -1.761523683151488        3.57263881902029          -3302.248717430967        3919.860730106104         -4188.207107838479        0.03847700695384926                             
7736.775782948826         249.2299201362139          -102.1057136932442          -6.214415299741979        -2.225293858802052        4.060633118504962         -3869.396522045217        3744.073633406051         -3851.639354606204        0.03884578815842484                             
7824.70782775199          248.7755527389136          -97.17123652304056          -5.715323366991839        -2.664550005724309        4.504455801912191         -4394.364283274716        3528.896571438335         -3474.732319489709        0.03956387219792093                             
7913.032491691411         248.1539413540068          -92.6595874525201           -5.152942960010346        -3.077367302459586        4.902072716043623         -4874.761661175961        3275.094053326864         -3058.946300948568        0.04046848983306137                             
8001.158851850778         247.410891732904           -88.51950950077223          -4.536762465158658        -3.456517350295457        5.24643413671537          -5302.101633422575        2986.934832757136         -2611.372395766433        0.04139102390910213                             
8089.253169461153         246.5868085759666          -84.66691174159035          -3.872343486444675        -3.798810181325811        5.534710820912681         -5672.829437796341        2667.074813713149         -2136.070677154056        0.04220442964835043                             
8177.020729263313         245.7232936354631          -81.0466496632977           -3.169180573983875        -4.09969817942575         5.763203335995251         -5982.112420346755        2320.153108693889         -1639.837028655779        0.04284336692925508                             
8264.882972091436         244.8503534363845          -77.58117665866126          -2.431475208372667        -4.357578114859967        5.930782227562504         -6228.374966552723        1948.287320169667         -1125.651556377181        0.04333145780664911                             
8352.851093129721         243.9961365653207          -74.21655323770511          -1.666817182963397        -4.569573101202082        6.035438936522175         -6408.796343138258        1555.287082994995         -598.8603940736965        0.04376621271342043                             
8440.640190546401         243.1847344964417          -70.91327809868402          -0.8857848911511345       -4.732781482379329        6.075761284049679         -6520.942673571877        1146.603886660386         -66.77346279070281        0.04429077344139144                             
8528.584055718966         242.4267639489481          -67.61032494931507          -0.09370409152312967      -4.846076527068417        6.051455865111422         -6564.052938404834        725.0295001475083         466.9584244122249         0.04504966414015446                             
8616.297417716123         241.7311071225886          -64.27409881513503          0.6975747247848573        -4.907794526023429        5.962926260078079         -6537.547803113342        296.8794993005942         994.3362747730045         0.04612986154086535                             
8704.032466944773         241.0931691775522          -60.84563010438883          1.481940835843554         -4.917606710873521        5.811043573616439         -6441.855353759938        -134.5174359920291        1511.289432622695         0.04753743378755823                             
8791.629650420509         240.504064734906           -57.2787402231561           2.249697816252288         -4.875458816151347        5.597773874868703         -6278.272767036577        -563.8180394045667        2011.421838275276         0.04917726246838824                             
8879.343398718629         239.9453539828655          -53.50549398193436          2.994943781284757         -4.781657029914718        5.324741093990251         -6048.057815930006        -987.7235951111262        2490.874658785242         0.05088738810757679                             
8967.300841945689         239.3939482345468          -49.45458934031359          3.710675090489321         -4.636707405731662        4.994051098896398         -5752.893000237729        -1402.299946816519        2945.087621520663         0.052480819711688                               
9055.1652218448           238.8252618261577          -45.06829000574764          4.3864549884035           -4.442533489091867        4.610299177231918         -5396.854523258807        -1801.525519920439        3367.404565668924         0.05380598581700841                             
9143.0465584388           238.2093093990352          -40.2606757149896           5.015972527785958         -4.200978752423594        4.177118838406887         -4983.340476907838        -2181.665392527938        3753.875010317426         0.05481783782327124                             
9231.016469851602         237.5154080906768          -34.93939469225559          5.592923769034038         -3.914288851286706        3.698645519419435         -4516.294994727493        -2538.933942844803        4100.601224800992         0.05557999468107887                             
9318.912075064145         236.7158804161936          -29.02526346548814          6.110054405987908         -3.585984758480087        3.180806093149863         -4001.519198870717        -2868.848898806929        4403.209664061012         0.05623553041961792                             
9406.694636796601         235.7855358528077          -22.44439228473622          6.561787459570998         -3.219780211852752        2.629417652455772         -3444.843888351531        -3167.829277461456        4658.457106809974         0.05696356201404657                             
9494.539837434422         234.7014697367158          -15.13617907056621          6.944218879279699         -2.818817645150572        2.049235196567774         -2851.09895740692         -3433.297874902602        4864.141595440289         0.05794872231807552                             
9582.332738453988         233.4502060685782          -7.120925565541143          7.252700451273905         -2.387822223535348        1.44714426065114          -2227.352018511544        -3662.05611610321         5017.759966313317         0.05937082287387971                             
9670.138044795021         232.0236277442364          1.507198026161451           7.484141323523438         -1.931029278930947        0.8290934767644324        -1579.791010203644        -3851.836225023167        5117.785214714178         0.06141977524449713                             
9757.597363460809         230.4297560993791          10.50782492002962           7.635488564610782         -1.455227501881459        0.2042067595799897        -918.0314082467747        -4000.049499504875        5163.014531309305         0.06428418995035878                             
9844.7753365268           228.6794170100402          19.60047785825278           7.70599759340213          -0.9652515716166001       -0.4213131092234122       -248.7245052290251        -4105.651218377518        5153.546327973307         0.06815568617292434                             
9932.318178238347         226.7787707004236          28.54163920388844           7.695203186609214         -0.4626079527453254       -1.045470127998926        426.0056763780887         -4168.209096856084        5089.2898084809           0.07322780077624602                             
10019.55887193326         224.7703639771517          36.99521925683018           7.603081306607873         0.04361622606290293       -1.656913788546932        1093.910753339998         -4186.504883732698        4971.310459595296         0.07954041884774415                             
10106.8987770821          222.6819117243031          44.82422772477105           7.430330193843628         0.5503844785832386        -2.251987133416978        1751.000513961464         -4160.545139983039        4800.46130959767          0.08706172582991986                             
10194.53400915954         220.5523476914768          51.96471918136091           7.17772036390517          1.053434973535196         -2.825521715154615        2391.662158874337         -4090.210151378813        4577.781795179584         0.09560354488321113                             
10282.59532679804         218.4288492388932          58.42310318881387           6.846482456052391         1.548022317986115         -3.371844106026504        3009.71490192051          -3975.566215070566        4304.664682704041         0.1048362785471824                              
10370.38340109866         216.3834578193128          64.20305543579683           6.442477400019288         2.024859337094142         -3.880601373335991        3593.545550416809         -3818.60038606077         3986.042654757609         0.1142560845197524                              
10458.15373698715         214.4673459542519          69.40672408383784           5.969139215151085         2.480244183027736         -4.34788998319556         4138.721762165763         -3620.718542829713        3624.612038829022         0.1234531276034581                              
10545.72221034905         212.7414923877359          74.1141045631136            5.432714352119098         2.908370641147871         -4.767781306971171        4638.391086794306         -3384.573716407283        3225.134178779534         0.1320272423289623                              
10632.90761931567         211.2625533577202          78.40542891739075           4.840613654871747         3.303998596757586         -5.135301845993467        5086.631825092281         -3113.521698068498        2793.050315791034         0.1396645521673304                              
10720.56771829957         210.0674674494085          82.40083302279898           4.193272112437662         3.666652329173571         -5.449938674175898        5482.943850082618         -2807.725450663853        2328.683218084034         0.1461991877386992                              
10807.86888271105         209.2128600828046          86.13180183957135           3.50365661252821          3.988885878497907         -5.705152550445757        5819.21905015824          -2473.260729647903        1841.323858834523         0.151350245812705                               
10895.44096416794         208.7287952720635          89.68852372785726           2.774317690031138         4.269562487420169         -5.900059992008158        6094.353110677042         -2111.333131135697        1332.7222617162           0.1549193716018915                              
10982.54271650221         208.6448603807603          93.09780076741258           2.01937763738156          4.503424600407536         -6.031102013715413        6303.307254594601         -1728.924041250951        812.6488778168157         0.1566219213783998                              
11069.05347174034         208.9695740706211          96.40827905532528           1.248446503322667         4.688486132990001         -6.09784298246482         6444.780537125183         -1330.977505218348        287.5477639392698         0.1562568298493425                              
11153.3659362467          209.6813710691877          99.60788217878188           0.4846800359421989        4.821704855929901         -6.101416465033675        6517.901397964857         -929.7313917547763        -227.1542314556973        0.1538161823388604                              
11240.59043767629         210.8210500940713          102.9368207705107           -0.3101115118504277       4.909145374617811         -6.041256929112477        6525.518638226927         -504.9708011354136        -757.1939633180152        0.1491950687342383                              
11324.77870846633         212.2920769798702          106.2131819875611           -1.073785445300871        4.944125028277413         -5.922262521172407        6467.213331051291         -89.86362492888419        -1261.204124299857        0.1429791886015802                              
11411.96147430455         214.1698555219591          109.7210894374067           -1.852804249770015        4.928872497871253         -5.737323141623394        6339.522053623395         340.8943772716626         -1769.911236070063        0.1351690569369179                              
11498.85190806817         216.3599853284322          113.387561753169            -2.609066860023999        4.861802604865942         -5.492581489067231        6145.500086327904         766.6251455057821         -2258.224650597439        0.1265241438095505                              
11586.02881181287         218.8273367891161          117.297238838027            -3.339564431651871        4.743283981438021         -5.189146443358639        5885.974313912375         1185.664540641463         -2724.234476412908        0.1175052486953113                              
11672.96748416266         221.5004936026999          121.4937522588653           -4.032198456472538        4.575344749994263         -4.832134778208387        5565.242292934389         1591.092903077411         -3160.233115325513        0.1085897932445908                              
11760.19441466779         224.3334216706962          126.077829670116            -4.6838444835529          4.358819629967634         -4.4232648509548          5184.764910507616         1981.084396464406         -3564.246601449042        0.1000155497700786                              
11847.55795992678         227.2563818291192          131.1268503749359           -5.286237134193235        4.096143407040992         -3.967347411357471        4748.864202194071         2350.736051474514         -3931.084115353285        0.09195687830990118                             
11935.77633200912         230.2265966343612          136.7784032593644           -5.837101927930025        3.787316953218047         -3.464883337412611        4257.776522528676         2698.779063237209         -4259.205008510839        0.08440196106037842                             
12023.28762182733         233.124947070708           143.0171886896262           -6.320857563376686        3.441067148120138         -2.930090762406909        3725.322669250506         3015.338235362608         -4539.264651501063        0.07745930633018539                             
12111.25431898981         235.9266355513673          149.9870530718601           -6.739183660270085        3.056760591243174         -2.361839322200008        3150.382258327544         3301.386143027189         -4772.224872238448        0.07097997862214045                             
12198.79700228339         238.5459894132355          157.6374978890099           -7.083619702403148        2.642344411151122         -1.771857709170957        2544.802841440798         3551.060438223508         -4953.317750580211        0.06498820307853509                             
12286.7079413496          240.9561779761561          165.9813575396486           -7.353862544514557        2.198558280597262         -1.161151586280952        1909.630281715618         3764.030413282848         -5082.34989570454         0.05942883446637126                             
12374.70379716251         243.1055388196182          174.8422584216671           -7.545759520211753        1.731360669138389         -0.5380525674582284       1253.493082582277         3937.089361910012         -5157.173794668359        0.05437083820821441                             
12462.55785506219         244.9563916188772          -176.0542748123718          -7.657021063594873        1.246932422272288         0.08922907313321205       585.0875760631063         4068.02993338024          -5176.902984573422        0.04991077267191973                             
12550.74567699339         246.4957243044819          -166.9675157471007          -7.686943556662762        0.7477444895409229        0.7174440112170333        -92.09170842508155        4156.058898765922         -5141.298465547517        0.04612047641580977                             
12638.64659423707         247.7012325474943          -158.2583373836197          -7.635053745410618        0.2425515853484204        1.335565292059852         -766.0968840092684        4199.619242834719         -5050.984901448348        0.04310295203440243                             
12726.75835668342         248.5795978460901          -150.1008101317269          -7.501807354102728        -0.2661638031071349       1.940578407529177         -1433.557501766996        4198.576320872536         -4906.520614798458        0.04087608886354371                             
12814.75065626437         249.1365818142558          -142.6480755414465          -7.289051618585776        -0.7711583347500703       2.523838444533911         -2084.874982195778        4152.896398577836         -4709.927246807731        0.03943630564793264                             
12902.80684354948         249.3924729338378          -135.9124168433314          -6.998711121110878        -1.268178031987771        3.080441646198791         -2714.49605347318         4063.027764736576         -4462.960782153024        0.03871858413853797                             
